Id,Predicted
-7040705591192195983,9.930375e-05
-7038614191281389542,5.164177e-05
-7016429606793740663,3.8152593e-05
-7001867563456982272,0.0008169821
-6973545663325741245,0.63108
-6958528291496015829,0.00087021606
-6957638376393454652,0.002377859
-6944175748789580179,0.00019735882
-6943142701215561972,0.00017400892
-6930378197055828246,0.97146016
-6927074478105351859,0.0002373674
-6872026300941410885,3.1495212e-05
-6868910818864150589,0.0001220947
-6855688096807885777,0.012881926
-6854703061445306945,1.6584921e-05
-6847914959079981997,0.012852914
-6804775838574480284,4.7793574e-06
-6802868660069542517,0.009658834
-6794951487942842984,0.00038821928
-6792446623372192435,3.2063253e-05
-6789489213830853280,0.00079534674
-6748636323209716225,0.9999037
-6720815946594024127,0.0004996877
-6712145432992527582,1.0376011e-05
-6697806548349945887,0.007160778
-6694746041583687233,3.76358e-05
-6682609287971117522,2.60808e-05
-6681938435796614634,0.00015958717
-6675274493654658895,0.39468625
-6667927583552365360,8.663207e-06
-6661918859291044886,9.5994794e-05
-6652799866335964942,4.9076216e-06
-6647484011545170453,0.10082379
-6646829535650939774,0.00031548445
-6642293779165407916,4.558541e-05
-6611648913228900780,0.0010782107
-6607342629371812428,0.21915545
-6603805923090286303,8.144709e-06
-6601499067491362153,3.9267135e-05
-6577089952065903563,0.036828756
-6553715692827338949,0.0013048981
-6515397403857795964,0.108307965
-6495686197651022305,0.00025787312
-6492768487971662160,0.012754108
-6491381864467216111,3.014176e-05
-6488783717506756492,8.511575e-05
-6483403029117346652,2.1257298e-05
-6480984483698428192,4.1685693e-05
-6459471005825654653,1.0342343e-05
-6450499257156931833,0.0056375046
-6444915916872970195,0.9940545
-6435594237076202267,1.475538e-05
-6419763848880206167,0.00017963123
-6418300875193194215,2.8930855e-05
-6408128670480001886,0.73564535
-6399656543741941257,5.515987e-05
-6391989701438164192,0.009197092
-6390547540650601440,0.0009924037
-6388220014094256689,0.0007527751
-6375250388198728067,9.396348e-06
-6356008080679075208,1.0380198e-05
-6336724225431959636,0.08817728
-6333851184892665759,0.9839282
-6318553227987398845,8.6507236e-05
-6313976789977660214,5.0388626e-06
-6305278685886604946,0.42195004
-6290053420140411064,0.0007836333
-6260784308916731507,2.3666023e-06
-6247345875897529504,0.018667746
-6232089387446936952,2.910003e-06
-6222015408728876544,8.669312e-05
-6208204749148702263,0.0023790698
-6197873102758053532,0.0039289715
-6179482749082295596,0.0033866756
-6167655604106886391,1.3878116e-05
-6145927511613752687,9.237651e-06
-6125798168146767721,1.3941736e-05
-6125768527960579278,1.8827435e-05
-6105167470935438092,0.015408673
-6092401906628381541,6.1322735e-06
-6091867415731868901,0.00012146658
-6084764780615517818,0.0066537103
-6072615280161781228,1.0524704e-05
-6038717822243482065,1.7615674e-05
-6029499100141357460,0.053495098
-6029031588985626702,4.069162e-06
-6025227241592855609,3.0065341e-05
-6020307305786817239,0.001427016
-6018361013516398875,6.9617777e-06
-6005257117524131432,0.00029443426
-5992794737437516857,0.0011213747
-5980984658519987590,0.00013517
-5972211795810999994,1.4246418e-05
-5963219133026693640,0.020637987
-5961968983730649432,0.15111981
-5946879735848929478,1.7379309e-06
-5931301098699066994,0.99490404
-5930278197415852875,0.9988042
-5904823825039099742,1.1572537e-05
-5899436578607216055,0.0012050059
-5885623692926548318,0.00121176
-5869314590902390947,0.9999136
-5853500606664712166,3.5757425e-06
-5853137225321955148,0.07242931
-5846641854535355527,0.9997559
-5842100027030418357,0.000113614224
-5834262920288838845,2.1114958e-05
-5809746794863322452,8.302726e-06
-5803352824792494637,0.0002668468
-5800466977890027997,0.00066578924
-5794473061668016532,0.233887
-5793487845302729882,0.00013135343
-5781585545563494983,1.0846805e-05
-5779478089998565002,0.0028369036
-5751962214742038116,1.2309873e-05
-5745053296033548458,0.9999323
-5735091942367042099,6.460379e-05
-5724380870345550453,3.0320537e-06
-5702649871581745088,3.817299e-06
-5679994483501199575,4.3527456e-05
-5673681737312412608,0.0019905593
-5664332738266616074,6.7031733e-06
-5654027521070278984,1.159254e-05
-5644550531292470644,0.90043825
-5643742175588063459,1.36569515e-05
-5642847619843859159,4.8001457e-06
-5614913588093106501,0.012857815
-5576004305362320013,0.0028464373
-5575740102984341366,2.690567e-05
-5532452060609598925,3.4448865e-05
-5517561509761394272,0.9928804
-5509392450649582982,0.9999789
-5496851290084592354,0.0037627497
-5495966546814357374,4.3934226e-05
-5488207072441537294,0.0008935937
-5441122103536689734,7.944354e-06
-5426472596504231365,2.194924e-05
-5389830125535949631,0.002346644
-5383506351297875257,0.9996245
-5379272595054734658,0.015079249
-5369393607105308168,0.43909225
-5357846708432325911,0.00012469011
-5356549278546021355,0.00012783363
-5328214741164401490,6.406281e-05
-5327514885283625938,9.531893e-06
-5324499743791936046,1.48157305e-05
-5322717529216294421,0.70567435
-5309476402684896021,1.3958885e-05
-5305886855768925434,0.82450366
-5291409773095141449,1.4407598e-05
-5288415073950703761,9.493146e-05
-5267737776707314720,4.3261076e-05
-5262920259674395114,4.114965e-06
-5250880306781974054,0.17877062
-5244008853458846227,3.2960284e-05
-5236343494636849904,0.00060761825
-5228999417802709517,0.00021069674
-5217616006722507432,0.00094461144
-5178046875586403515,0.0067668497
-5175198410191237298,0.0015091649
-5159192815347484135,0.0009344608
-5149900814502236611,3.4886616e-05
-5143759457335762799,0.0005106547
-5139162736099586151,1.6156535e-05
-5114682459678188744,0.7774689
-5105085444876979760,0.00033290978
-5104224458829562292,0.9632664
-5080293978371771413,9.947343e-06
-5076912707454817086,0.84661263
-5047191604674591485,0.97931355
-5042084407052997110,0.0009733323
-4998288858584634439,0.0005615224
-4975943018389207829,3.9354054e-06
-4973328764074667525,0.00061463006
-4964220873369145004,0.6767757
-4958871591374586293,0.00020998999
-4955843262279107535,0.43403587
-4937886413327796534,0.00048825558
-4930870596716819964,0.029647702
-4903792621868825341,0.0014892968
-4880533542558664341,1.5432985e-05
-4862711246998389471,3.1945507e-05
-4850260909397824002,0.9963988
-4844863381378226333,1.776762e-05
-4837382987405397820,0.038405333
-4817378678424416670,0.99774396
-4800436804274993301,0.014624106
-4787462607667840446,4.8548973e-05
-4759174821250909931,0.00036197394
-4752504662429739599,0.00067047315
-4740434946944291132,0.0005330957
-4734241247820358848,1.5225996e-05
-4726865737535085534,0.000116660645
-4725894420756611113,0.96823186
-4713727009579746748,0.010771018
-4675622305695326082,0.7950915
-4673137352627391871,0.013452344
-4665092367663943876,0.0004898375
-4662778586367069091,5.889449e-06
-4646570771405300896,6.675248e-05
-4634653771821802308,1.0855922e-05
-4629274613006726700,0.98433304
-4628363636334417209,0.0025719283
-4622892630562133404,0.11895115
-4615920474439861226,3.3241322e-05
-4572718619399597930,2.331712e-06
-4571843195184586389,0.08344159
-4570939178151847676,6.3449866e-06
-4561538164951741866,0.0006038947
-4529191601590926418,3.773917e-06
-4524747246636000347,3.96008e-06
-4512693749414084257,0.9999862
-4509296090203636023,0.00027601104
-4505932717435649434,0.0024705692
-4500391383630687800,0.0010683932
-4499329312751989910,0.008695365
-4483728691792740621,1.0423379e-05
-4462594584470815593,0.9990644
-4449883202639854088,0.0876063
-4436794997600339539,2.5422969e-05
-4398625931994861896,8.7518856e-05
-4396248871348280950,1.3956874e-05
-4386646551873115642,0.0053991103
-4381970760565654990,0.00010059221
-4372960021963232571,1.7502309e-05
-4359609627155794817,1.0701407e-05
-4353461882103986681,7.507612e-05
-4326003633980468404,0.0019172592
-4307027051191496225,3.455409e-06
-4297879332144917450,5.0795912e-05
-4296128471691975556,0.0015103043
-4283621738494890494,1.634154e-05
-4263090381097173127,0.0055612633
-4248666134860986376,0.56152105
-4230928179518758200,0.010840976
-4209943219009065020,0.107233234
-4201342885230580144,0.00016064322
-4184823688863868228,0.0002933348
-4158969377620397027,0.01302323
-4133065225714024188,1.15642515e-05
-4132236560337540769,0.4260679
-4121016203739502985,1.6409176e-05
-4114014307425799931,0.0049230573
-4109934054354610136,0.004208958
-4108686878415763223,0.000100390585
-4106507261132537882,5.6766614e-05
-4103253186384422156,0.33530295
-4085565132885436454,0.0001160597
-4070797839120634682,2.3190507e-05
-4065161970303471950,6.064133e-06
-4058886217214391492,0.99452364
-4058619054897285268,0.00030023113
-4055286362881576990,0.3674463
-4050035389090828375,0.9081158
-4031710716830651750,6.4187436e-05
-4005662001090685417,0.00015961913
-4003441975972467351,0.792092
-4002861706078790951,1.1126011e-05
-3996543905908128330,1.3380168e-05
-3984297669209010266,0.003509645
-3974897594069694706,0.00026105414
-3932535067584188350,0.002400671
-3928792555830048406,0.07228889
-3919161563324332297,0.5418163
-3878556062874165577,1.7800543e-06
-3872508602011814711,0.98173964
-3858870972280234720,0.028289506
-3782083686548501891,0.00024070645
-3776902495496280284,5.023993e-05
-3727505027526243166,2.1135738e-06
-3720506493120874071,0.810077
-3703567998335530463,0.0613372
-3695690076277561231,0.00087662257
-3695261840354900276,5.3334294e-05
-3693826776418002510,0.0041904002
-3671983887634871062,0.8291061
-3660829839622086243,0.00016409406
-3660490946541775526,0.78109694
-3656537828486089575,5.985961e-05
-3655256443955104122,0.050785586
-3640633922904353924,0.00017032427
-3637270607318636352,2.8439641e-05
-3606306772196674691,0.89739954
-3599717223710582346,0.93985194
-3598076720677916875,0.7706326
-3595978313197933721,0.00031200156
-3595235425265891537,9.640443e-06
-3580722883449021288,1.1113455e-05
-3572816940969509034,9.724136e-06
-3569246391430889182,0.16930597
-3517559531455724818,5.9080172e-05
-3513550839702422641,0.00016708668
-3508314943630089019,2.3275321e-05
-3504629964814829138,1.955777e-05
-3501781513102399481,0.9999311
-3469525853949875268,0.00019157611
-3461280666722697218,0.0028638288
-3452491993137501335,0.035760015
-3424514617629093691,8.61441e-06
-3413670882233225720,1.41392875e-05
-3390947855936463334,4.129322e-06
-3385424819211085267,3.1762633e-05
-3378432933962995774,0.0075012604
-3367434920778598207,1.0726328e-05
-3358619237738171728,0.002018502
-3347954880764192032,6.342597e-06
-3346191771990201693,0.0006826519
-3338122381924126287,8.598769e-05
-3314462583748029407,0.00013919936
-3278773139493799897,0.0011545835
-3268945394380073820,1.1216117e-05
-3262227894513957499,9.156836e-05
-3256013048716530000,0.104080595
-3248736231005609312,0.00056856126
-3238962271816850928,1.5497008e-05
-3191740303203551314,2.3019084e-05
-3190915773180083308,0.0032970132
-3165093309339977508,0.04262184
-3146802494029574580,8.576212e-06
-3140021972181149267,4.2138254e-05
-3136570294781110799,0.75271386
-3130354685741026906,0.0043650796
-3126590637974072413,0.0200173
-3125528318767930299,3.0254765e-05
-3114967475456861530,0.47839835
-3110621407427796022,1.589097e-05
-3098041607423165385,3.8200866e-05
-3060114566273741979,1.6124673e-05
-3056424111159917834,8.713577e-06
-3046483133856039534,3.8443934e-05
-3022350817683399295,3.675279e-06
-3015257511995757791,0.0013582283
-2999648041624872899,1.2247624e-05
-2990792728001355983,2.8413022e-05
-2981653232058702903,0.9604729
-2977342853929786256,8.517794e-06
-2969979707001035354,0.023462111
-2964040110516147458,0.0005866248
-2954033797754361403,1.8587858e-05
-2936118212670150645,0.0017533428
-2935416828025142547,0.99781716
-2932907521774179551,1.6486583e-05
-2926333347780485533,0.049763996
-2907301108506298168,0.0003039945
-2899391058723585673,0.99105185
-2876796634062669720,2.7696948e-05
-2873843699537041777,0.0025995057
-2862368918130373896,0.012738614
-2846019645159033778,0.0001869823
-2842738275332645724,0.77840453
-2832073827799169575,1.3649114e-05
-2821118068650324708,4.714086e-06
-2811634669822285063,4.589865e-05
-2810660391499701815,0.00446859
-2787181902933117470,0.04232989
-2786887921196468825,0.96598846
-2757058165772466051,0.02199599
-2754664174817324433,0.5301115
-2735984188166853116,2.809543e-05
-2721057479920843049,0.0008556482
-2709146183854664077,2.3015002e-05
-2702584859825707195,0.22594438
-2679316310235365490,0.00015356782
-2676782950694635680,0.024222815
-2676200609662782925,5.6912863e-06
-2654546445918064053,0.009885627
-2651209523261981425,0.76604235
-2648437617786479131,2.9845123e-05
-2620056312899697525,0.003578136
-2612220655322801118,0.0020431147
-2607155171312702930,0.7759718
-2588446932158692864,7.993456e-06
-2587158607070204899,1.5974905e-05
-2503328804475356093,7.1578766e-06
-2501310988838278986,0.0027141501
-2488679453195189572,2.539106e-05
-2479460339874994352,0.076078564
-2476197729858024226,6.319912e-05
-2432008312724023763,0.0024655473
-2429774967316501539,3.150876e-05
-2420567926722380245,0.9984982
-2395696251157291241,2.7083788e-06
-2384829313716496937,0.018471925
-2350103870957261710,6.9488374e-06
-2330238941647477459,0.041624557
-2327215021318172185,3.8101945e-05
-2283879052521490447,8.167643e-05
-2279177630188348502,4.7396992e-05
-2274749183046501655,0.244914
-2274484831880375076,0.00024321732
-2274277663538223363,0.012223506
-2268683297445930841,0.0018416992
-2230729142088953658,0.002077728
-2219610495974904911,3.419152e-05
-2214470161902599559,0.00080508116
-2208055751295324471,0.01767926
-2199193591252655413,0.015624525
-2179083039824038988,0.00018612617
-2175726689435072386,0.027864031
-2169248351795226315,1.6551157e-05
-2138601381293558675,0.0002642759
-2113725312881426837,0.071783185
-2112233671457997245,4.3166914e-05
-2106636746171130228,0.0038233213
-2106356818160928869,0.040785007
-2088256862603178846,0.9980028
-2087414833147007633,0.0003061555
-2081486544549326510,0.009836672
-2081336896341710285,0.00022311514
-2071431369406462625,0.008443391
-2057404957462422864,0.0013866983
-2056531851143170686,0.00016254271
-2033047716097139104,0.90446293
-2015604411059502750,0.0007211122
-2009718990606353431,6.642863e-06
-1994415805383334552,0.0005137927
-1988985697769275363,0.00015486509
-1984149633080298885,3.4159384e-05
-1979988497374840052,0.94439685
-1960995650552739305,8.962744e-05
-1943915821448842040,2.9766046e-05
-1922361202036472371,1.4427687e-05
-1897194997675872701,0.02489275
-1880135032156738027,1.2394665e-05
-1850482287425073207,0.00096330914
-1835197659666213879,0.9293605
-1822892237271667131,0.0014005536
-1822461282816734162,0.99975187
-1789426505121677876,1.6974913e-05
-1774091935941965815,0.8999485
-1768215136115159749,0.97950876
-1763519948878894089,7.767152e-06
-1743088971543788731,0.9991647
-1737666981770011298,0.06066792
-1727362019094993413,3.6667436e-05
-1717749543907092895,8.230615e-06
-1711800583754823462,2.5161151e-05
-1705095285125792901,3.104596e-06
-1702396790039464911,0.011732928
-1691278285048472157,2.4501222e-05
-1682950653872594736,0.32310557
-1677759147301904751,0.0011539761
-1675942746863382978,0.00023837505
-1625414755499994764,0.00026150604
-1625312292438131367,1.9506957e-05
-1619063068724140978,0.035681915
-1618135021533557721,0.5129723
-1616247669749521361,1.490538e-05
-1609826160124366138,0.99992
-1606087964294691305,1.7046601e-05
-1576863803751253918,3.9460418e-05
-1566379304697827054,1.2333857e-05
-1558120935991325064,5.3735097e-05
-1548282962184211502,3.584123e-05
-1533723156500726536,0.33880448
-1526472325748097817,0.0030608622
-1517838469789429913,6.0663997e-06
-1490301609278758603,6.398619e-05
-1488895602300072019,2.9269417e-05
-1484126541389257693,0.0038527274
-1481874477444343195,0.001997702
-1481479128842913640,0.25939527
-1465579251936778304,0.07760182
-1460201086222656641,3.5549197e-05
-1435931977513666305,9.324724e-05
-1433172999930182485,3.4831376e-06
-1430020146422901555,3.2337288e-05
-1417205829565574943,0.00022579901
-1401183010980982633,0.03755139
-1392241420498170364,0.99989784
-1386253628758277324,0.05045152
-1377674481389790057,6.4386145e-06
-1369433083088550307,3.534563e-05
-1360791829512764241,0.010158369
-1354502107900658606,0.20571919
-1353497831779423018,5.3670472e-05
-1329595002180553479,0.18807997
-1326179396322038117,0.21788564
-1312156470366432272,4.951917e-05
-1300717910049975138,0.0026077912
-1291172493090964061,0.00012238436
-1288127327967403241,9.550555e-06
-1272046983494505813,3.683489e-05
-1247090283303195184,1.4213265e-05
-1232252577338084190,0.00014007108
-1227660985066310085,1.9410314e-05
-1218711242384643124,0.0007085834
-1214433052358080960,0.00013046777
-1214058465663691309,0.99932444
-1213269892102149087,3.4279736e-05
-1208449469094300265,0.0070398753
-1204272604861418012,0.0043778284
-1198444261260371751,5.2601936e-05
-1192899767171109514,0.99968874
-1183464245410185393,0.5384623
-1183326821690687312,0.012264932
-1179336771626854836,4.4622568e-05
-1178080466818147999,0.0034977084
-1150899219828422478,1.8362654e-05
-1140437546785277824,0.0012568298
-1133868878221437282,0.0008097536
-1131609798946250900,0.004935966
-1103811366578800163,5.0093813e-06
-1100662374894497785,5.042756e-06
-1063438139701321533,0.00038210885
-1062568256895852012,0.0003418299
-1060171091934090964,0.00011096932
-1052759919177227296,0.0027782843
-1049785356217320632,0.001770427
-1046883058434952003,0.77277607
-1038566079268782438,2.91804e-05
-1038412578742823417,1.1296639e-05
-1034610271986950057,0.9545263
-1011927607337493927,0.001019044
-998638808490958367,0.00063125277
-997596877259785194,7.350541e-06
-992587756469742621,7.72365e-05
-989192045738655661,0.00029819403
-959391067435119959,0.0040538586
-952878194214235741,7.3996907e-06
-888931342421454365,3.6953494e-05
-868460274696665480,0.0010137936
-851855679205484124,9.807378e-06
-837273892441282369,0.00015039924
-836718041702646584,0.11201422
-831018101084143783,0.00060636894
-803718012719876014,0.7973725
-788565414469664733,0.009584009
-775005217206691591,2.5247635e-05
-732363894688947334,0.9999738
-701997607566604401,2.9861053e-06
-674964934389897915,0.00033245908
-673413394738828048,9.448204e-06
-671705274033768566,0.00035581613
-662523008295323269,1.079879e-05
-631844695326603749,0.00016131523
-631607788669200838,5.4810604e-05
-623348410291254938,0.022985302
-614468868222247976,4.5811266e-06
-600051253200906718,0.0007188346
-597910747496438688,9.4916895e-06
-573080344150547874,0.36013857
-562844899298929680,0.0005261016
-494312755368784960,0.0024262182
-476623872972184110,2.1940787e-05
-473576436664244557,2.9884072e-06
-472959191141778560,0.26309192
-460637042700641701,4.6686796e-06
-430540056202271760,7.6049444e-05
-429653483906713090,5.5418062e-05
-419661569981442287,0.0007644395
-413800981716665828,3.742928e-05
-413258842713001091,0.032582257
-410824834172887732,0.99989665
-408223565428736773,1.6962274e-05
-400409584334773742,0.00019398885
-398387283714597417,3.137898e-05
-394976309436751165,0.00014974557
-370175158361236382,0.9739014
-369091306792564674,0.0734733
-362048207449591321,7.0727924e-06
-360922564321850522,0.9996613
-342395796439287442,0.0010848809
-319598730370109686,7.778575e-06
-296597188595195214,0.009889129
-287422475027434487,0.07453964
-268560229620684851,0.00053556304
-259406581514177739,0.0012746643
-233642763864087644,6.449701e-06
-188426578251219039,0.00013635088
-182322637337579258,4.5637626e-06
-179923059624918035,0.00062382664
-178605724363940846,0.0027170416
-163190982385806054,0.0016909271
-162734526321935135,7.420732e-05
-149108424535363001,0.032371454
-136794880725446995,0.005455871
-133753118188696238,2.6498123e-05
-101964469602246420,0.92274
-85537098202265408,1.5096273e-05
-79541223766549474,0.9263897
-73136793350828652,0.00015867357
-69993237158325287,2.200413e-05
-65596782591834371,6.63398e-05
-59464245173924937,0.99920624
-36262392413487773,0.0020986632
-32799505222015118,0.2438603
-30128317613495103,0.057048757
9956672276287162,0.16662493
10167381825618802,0.6975142
15397265647302071,0.0004500993
16225284949824516,2.9931627e-05
33136825693877006,8.747838e-06
36408865044426344,2.5903494e-06
48501393623551636,4.1297964e-05
55217851003067522,7.033182e-06
65624733459568027,0.024350408
67067249389571209,6.5097774e-06
81274914099003687,0.0022713956
83417137582829860,0.106379636
83733089536238812,0.019758608
103853915965432666,0.03144192
106188709569122415,0.06440297
113718576487314806,0.65319383
113813537426960185,0.66226244
118865761738080007,3.30761e-05
125052752217607105,1.5405898e-05
134245111244775572,0.016955972
145466505400705919,1.7925919e-05
149975528946286514,0.00031341528
157732247923197439,3.0456806e-06
173239989881084681,9.769674e-06
214704124864576365,0.019689202
228313281745649192,1.8163046e-05
270685193619882369,1.2123341e-05
282982550856256786,1.1829751e-05
305210055289986281,0.00023292433
348163408980744401,0.4733644
361505520752864826,0.0014622764
376182818031823651,4.6700648e-06
382036791618594181,0.0015837393
383869598864561400,0.0004482782
429326276424121423,0.99997234
437165396757566254,0.85050154
478838089621059090,0.0079820985
481238367258615733,0.00059231237
483694342829034172,0.001875839
504354378146845497,0.0070786
514026483503419508,5.066945e-05
519505776724632116,2.1388149e-05
549551016510403684,0.8629084
573486342396657242,0.015742984
581028789981735583,1.1439351e-05
591000115420628643,0.00019969865
611734044786876349,0.0010831001
611782698407537513,0.011284056
626702126185890902,5.4013868e-05
634138500290195346,5.8390466e-05
645323812416925540,2.0535537e-05
647428464529938224,0.11197114
651569595456508196,9.98858e-06
652613084122964190,0.9943811
661486202656379837,0.9275506
663428774155974944,2.498493e-06
664975054037513470,0.00011899158
676061913321490932,0.95651644
683907685114321936,4.273996e-06
712516751237408496,0.9949362
712826047771738420,0.97768027
746815031426907518,5.068817e-06
747371559668424487,0.44485053
751136107911879410,0.988143
755961663469583700,0.00012208935
759151079213672645,0.04941793
759930006827942157,1.2377123e-05
761784335478871263,0.00073034776
801768447787275630,0.0020755215
808308154749349707,0.96227896
809615412496391179,0.0055935546
814184729784739856,1.516879e-05
814225554033950638,0.005499413
824013520799432955,7.809234e-05
838273450260542917,0.0022502665
858981841774125244,0.00085261534
864008012905835954,0.0015828002
867388487005078113,4.6747005e-05
868986176784836753,0.0074214535
880013616969428551,0.016301729
902118274549278430,0.00019486404
909852155434873015,1.4526982e-05
912933009701832301,1.8311275e-05
915272517144693587,8.374219e-05
919819693623390536,0.00045736323
937395984588856225,0.014787547
938817623677973814,0.9999883
944925255755357048,0.009407682
958901432015618001,0.003088761
981787335643261728,0.77697384
1009443406902823004,8.161083e-06
1018060698462507663,0.99945956
1035384546083987351,0.9968046
1041590189245563305,0.00020552262
1048069379490338642,0.055800524
1049756878197196454,0.00070947834
1056232731032803445,0.9330793
1058696920578538608,2.5267489e-06
1059332930869132490,3.573257e-05
1096117708696740194,0.9519406
1144198006082186879,3.002474e-05
1160310684002125525,0.00020428865
1160546825049198589,0.0003092283
1160993211368747932,0.0007691039
1168410369238768622,0.00013129532
1189941652491109363,4.4066775e-05
1208516020719337793,5.3004237e-06
1220162953804603405,0.0015532855
1277270689708860948,0.00028938148
1291378430649552037,0.00046378333
1298692275751445675,2.0911322e-05
1300202878014659049,0.73014754
1329397389133409611,0.066711314
